sample,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma,note,group,Fold.doubling,AVERAGE-tgen,Fold.growth,AVERAGE-r
IF2.H.salinum.1.1,1.410096926,0.008879854,0.440552027,11.48856667,1.573360552,17.63501323,17.41933333,0.043107047,,IF2-H-salinum,1.111688196,1.415289429,0.899013638,0.490039315
IF2.H.salinum.1.2,1.756794145,0.017149649,0.352894771,13.09018646,1.964175266,19.22228325,18.89383333,0.061804162,,IF2-H-salinum,1.387825858,1.415289429,0.72013563,0.490039315
IF2.H.salinum.2.1,1.473072387,0.006860186,0.459553985,11.67371668,1.508304145,18.15363743,17.936,0.04230691,,IF2-H-salinum,1.065721338,1.415289429,0.937790033,0.490039315
IF2.H.salinum.2.2,1.424748805,0.007230732,0.452077584,11.67570053,1.533248287,17.55496349,17.33516667,0.041883942,,IF2-H-salinum,1.083346102,1.415289429,0.922533295,0.490039315
IF2.H.salinum.3.1,1.394361416,0.008983438,0.432276018,11.65539015,1.603482847,17.20748884,17.001,0.041366567,,IF2-H-salinum,1.132971683,1.415289429,0.882125179,0.490039315
IF2.G.aggregans.1.1,1.446424279,0.009094541,0.405144392,12.49645342,1.710864558,16.65010823,16.46716667,0.034419506,,IF2-G-aggregans,1.208844299,1.415289429,0.826758955,0.490039315
IF2.G.aggregans.1.2,1.650451819,0.019050343,0.320002155,13.90649888,2.166070355,16.79906135,16.5505,0.04489668,,IF2-G-aggregans,1.53047872,1.415289429,0.653013228,0.490039315
IF2.G.aggregans.2.1,1.444379865,0.008144471,0.386941594,13.36749889,1.791348337,15.39676274,15.23583333,0.029781125,,IF2-G-aggregans,1.265711663,1.415289429,0.789613368,0.490039315
IF2.G.aggregans.2.2,1.425830009,0.00775197,0.390818556,13.32871908,1.77357797,15.25145719,15.09666667,0.030127492,,IF2-G-aggregans,1.253155668,1.415289429,0.7975249,0.490039315
IF2.G.aggregans.3.1,1.409408227,0.006456505,0.391439777,13.7473138,1.770763271,14.49818201,14.35833333,0.028221631,,IF2-G-aggregans,1.251166888,1.415289429,0.798792598,0.490039315
IF2.T.modestius.1.1,1.495065722,0.00945866,0.462680862,10.92901921,1.498110767,19.5290948,19.29633333,0.046449403,,IF2-T-modestius,1.058519011,1.415289429,0.944170902,0.490039315
IF2.T.modestius.1.2,1.555242546,0.009532182,0.444311874,11.4526878,1.560046493,19.50584136,19.2815,0.041002163,,IF2-T-modestius,1.102280891,1.415289429,0.906686179,0.490039315
IF2.T.modestius.2.1,1.42772802,0.003009895,0.478822455,12.86452624,1.447607926,15.90651666,15.7115,0.041064022,,IF2-T-modestius,1.022835256,1.415289429,0.977110285,0.490039315
IF2.T.modestius.2.2,1.423019463,0.003612422,0.462400703,12.91870008,1.499018441,15.77934644,15.56666667,0.04247989,,IF2-T-modestius,1.059160345,1.415289429,0.943599195,0.490039315
IF2.T.modestius.3.1,1.469475896,0.006822127,0.446005129,12.03536933,1.554123787,17.58222662,18.032,0.097660576,,IF2-T-modestius,1.098096088,1.415289429,0.910141525,0.490039315
IF2.P.aerophilum.1.1,0.970650635,7.98391136065464e-05,0.695550726,13.52255954,0.9965444,10.17077362,10.26333333,0.013659763,,IF2-P-aerophilum,0.704127636,1.415289429,1.419377394,0.490039315
IF2.P.aerophilum.1.2,1.385745053,0.000274698,0.550453936,15.48881462,1.259228313,11.81696998,11.72633333,0.034201006,,IF2-P-aerophilum,0.889732013,1.415289429,1.123285253,0.490039315
IF2.P.aerophilum.2.1,1.302852877,0.001779542,0.513406459,12.84477137,1.35009439,14.53840315,14.44333333,0.052986135,,IF2-P-aerophilum,0.953935189,1.415289429,1.047684225,0.490039315
IF2.P.aerophilum.2.2,1.402462162,0.002561203,0.497762213,12.66403838,1.392526717,15.90307366,15.70433333,0.043731699,,IF2-P-aerophilum,0.983916567,1.415289429,1.015759753,0.490039315
IF2.P.aerophilum.3.1,1.382587274,0.002790704,0.495263155,12.52545756,1.399553296,15.86840133,15.66733333,0.04438387,,IF2-P-aerophilum,0.988881332,1.415289429,1.010660043,0.490039315
IF2.S.osmophilus.1.1,1.602225445,0.013420974,0.414837313,11.50792906,1.670889187,20.00425436,19.8875,0.040419755,,IF2-S-osmophilus,1.180598931,1.415289429,0.84653884,0.490039315
IF2.S.osmophilus.1.2,0.891929786,0.002943614,0.574398987,9.941597481,1.206734685,12.53445792,12.55916667,0.011889814,,IF2-S-osmophilus,0.852641629,1.415289429,1.172148784,0.490039315
IF2.S.osmophilus.2.1,1.341840319,0.004379388,0.454406732,12.59140504,1.525389329,15.31536366,15.17516667,0.041447374,,IF2-S-osmophilus,1.077793204,1.415289429,0.927286278,0.490039315
IF2.S.osmophilus.2.2,0.912472566,0.001646885,0.635481372,9.9380814,1.090743507,12.82870993,12.78766667,0.010669963,,IF2-S-osmophilus,0.770685829,1.415289429,1.296796713,0.490039315
IF2.S.osmophilus.3.1,1.40631066,0.007425761,0.441587932,11.86281419,1.569669662,17.06673439,16.88983333,0.03572366,,IF2-S-osmophilus,1.109080326,1.415289429,0.901127561,0.490039315
