sample,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma,note,group,Fold.doubling,AVERAGE-tgen,Fold.growth,AVERAGE-r
IF2.DSM15908.2.2,1.338820759,0.031261722,0.632615575,5.901724634,1.095684659,19.27156401,19.09683333,0.052954712,,IF2-DSM15908,0.917432505,1.194294569,1.08524786,0.582922666
IF2.DSM15908.3.1,1.264717308,0.019750606,0.66033829,6.275086536,1.049684974,17.74974027,17.61216667,0.036757756,,IF2-DSM15908,0.878916308,1.194294569,1.132805994,0.582922666
IF2.H.salinum.1.1,1.452162967,0.028179445,0.562206847,6.97718419,1.232904196,19.34610508,19.12916667,0.058566518,,IF2-H-salinum,1.032328395,1.194294569,0.964462149,0.582922666
IF2.H.salinum.1.2,1.400669899,0.031082551,0.537610008,7.041569402,1.289312272,18.56095901,18.34983333,0.057247229,,IF2-H-salinum,1.079559687,1.194294569,0.922266433,0.582922666
IF2.H.salinum.2.1,1.503282891,0.034895093,0.529542193,7.061900214,1.308955528,19.88656139,19.6745,0.057453732,,IF2-H-salinum,1.096007268,1.194294569,0.90842615,0.582922666
IF2.H.salinum.2.2,1.39516009,0.025610546,0.602427883,6.60532664,1.150589474,19.11045272,18.91366667,0.054535871,,IF2-H-salinum,0.963405096,1.194294569,1.033461072,0.582922666
IF2.H.salinum.3.1,1.440168537,0.028152421,0.586386493,6.676723473,1.182065394,19.62015153,19.42066667,0.056134021,,IF2-H-salinum,0.989760336,1.194294569,1.005942172,0.582922666
IF2.G.aggregans.1.1,1.465676133,0.056989341,0.560883244,5.718746254,1.235813671,21.31733666,21.128,0.061997621,,IF2-G-aggregans,1.03476454,1.194294569,0.962191517,0.582922666
IF2.G.aggregans.1.2,1.36348801,0.034542355,0.585957365,6.229045228,1.182931084,19.17191696,18.996,0.049680427,,IF2-G-aggregans,0.99048519,1.194294569,1.005206006,0.582922666
IF2.G.aggregans.2.1,1.36052502,0.03625548,0.596300538,6.033913306,1.162412469,19.39354517,19.19183333,0.063910133,,IF2-G-aggregans,0.97330466,1.194294569,1.022949652,0.582922666
IF2.G.aggregans.2.2,1.431696044,0.048588352,0.609830083,5.491208891,1.136623463,21.16862749,20.98383333,0.060072277,,IF2-G-aggregans,0.951711154,1.194294569,1.046159497,0.582922666
IF2.G.aggregans.3.1,1.336474693,0.021706028,0.606490934,6.766508397,1.142881355,18.09622318,17.9105,0.04980212,,IF2-G-aggregans,0.956950977,1.194294569,1.04043121,0.582922666
IF2.T.modestius.1.1,1.415269187,0.023549345,0.664648337,6.137377189,1.042878079,20.05553997,19.87833333,0.050725379,,IF2-T-modestius,0.873216797,1.194294569,1.140199851,0.582922666
IF2.T.modestius.1.2,1.293196727,0.014792994,0.707085497,6.306470484,0.98028765,18.11854157,17.97916667,0.036242888,,IF2-T-modestius,0.820808932,1.194294569,1.213000521,0.582922666
IF2.T.modestius.2.1,1.461912621,0.034840768,0.548381066,6.770094734,1.263988172,19.76553507,19.54816667,0.063320878,,IF2-T-modestius,1.058355455,1.194294569,0.940744112,0.582922666
IF2.T.modestius.2.2,1.381069055,0.036390034,0.559050283,6.45669231,1.239865539,19.09968964,18.87516667,0.068451321,,IF2-T-modestius,1.038157228,1.194294569,0.959047085,0.582922666
IF2.T.modestius.3.1,1.362609493,0.009712089,0.621752116,7.939872227,1.114828824,16.87275788,16.68166667,0.050517074,,IF2-T-modestius,0.93346219,1.194294569,1.066611667,0.582922666
IF2.P.aerophilum.1.1,1.42306673,0.013879757,0.620656066,7.444278746,1.116797561,18.32028123,18.15083333,0.043885055,,IF2-P-aerophilum,0.935110641,1.194294569,1.0647314,0.582922666
IF2.P.aerophilum.1.2,1.328777254,0.012032249,0.595323997,7.887012123,1.164319235,16.51943609,16.35266667,0.041184686,,IF2-P-aerophilum,0.974901222,1.194294569,1.021274402,0.582922666
IF2.P.aerophilum.2.1,1.097319363,3.42657479209722e-05,0.736902821,14.07811592,0.940622238,6.878678171,6.9065,0.019266318,,IF2-P-aerophilum,0.787596512,1.194294569,1.264151944,0.582922666
IF2.P.aerophilum.2.2,1.174570162,1.47386972488016e-05,0.783764314,14.39963976,0.884382165,6.983773063,6.926333333,0.023502419,,IF2-P-aerophilum,0.740505892,1.194294569,1.344542527,0.582922666
IF2.P.aerophilum.3.1,1.356155037,0.000872891,0.668548707,10.99053816,1.036793839,12.67290004,12.5295,0.046909367,,IF2-P-aerophilum,0.868122375,1.194294569,1.146890911,0.582922666
IF2.S.osmophilus.1.1,1.361206338,0.012523191,0.746198383,6.270854819,0.928904693,19.12512512,18.98983333,0.03821632,,IF2-S-osmophilus,0.777785244,1.194294569,1.28009842,0.582922666
IF2.S.osmophilus.1.2,1.301877325,0.010574471,0.74289103,6.467926063,0.933040181,18.0368259,17.92433333,0.029234948,,IF2-S-osmophilus,0.781247947,1.194294569,1.274424677,0.582922666
IF2.S.osmophilus.2.1,1.234805625,0.010378995,0.793481577,6.012041212,0.8735517,17.67089454,17.57316667,0.029459943,,IF2-S-osmophilus,0.731437388,1.194294569,1.361212428,0.582922666
IF2.S.osmophilus.2.2,1.330148121,0.014495306,0.744330488,6.056803329,0.931235777,18.97036174,18.8295,0.039872456,,IF2-S-osmophilus,0.779737094,1.194294569,1.276894058,0.582922666
IF2.S.osmophilus.3.1,1.259981161,0.015529909,0.767608929,5.710827471,0.902995203,18.40374657,18.2855,0.033596866,,IF2-S-osmophilus,0.756090856,1.194294569,1.31682807,0.582922666
