ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
20229,,,,,,#Environmental,#Terrestrial,#Sandy
20246,"Myxococcus fulvus",,soil,Indonesia,Asia,#Environmental,#Terrestrial,#Soil
20247,"Myxococcus fulvus",,soil,Indonesia,Asia,#Environmental,#Terrestrial,#Soil
20249,"Myxococcus fulvus",,soil,Indonesia,Asia,#Environmental,#Terrestrial,#Soil
20251,"Myxococcus fulvus",,soil,Indonesia,Asia,#Environmental,#Terrestrial,#Soil
20272,"Myxococcus fulvus",,"soil with root residues",India,Asia,"#Host Body-Site",#Plant,"#Root (Rhizome)"
20272,,,,,,#Environmental,#Terrestrial,#Soil
20273,"Myxococcus fulvus",,"soil with lime pebbles and plant residues",Indonesia,Asia,#Host,#Plants,
20273,,,,,,#Environmental,#Terrestrial,#Soil
20290,"Myxococcus fulvus",,"sand with shells and plant material collected in dunes",Netherlands,Europe,#Host,#Plants,
20290,,,,,,#Environmental,#Terrestrial,#Sandy
20292,"Myxococcus fulvus",,"rotting plant material from beech",Denmark,Europe,#Host,#Plants,"#Decomposing plant"
20292,,,,,,#Environmental,#Terrestrial,#Coast
20293,"Myxococcus fulvus",,"sand with shells and plant material collected in dunes",Netherlands,Europe,#Host,#Plants,
20293,,,,,,#Environmental,#Terrestrial,#Sandy
20294,"Myxococcus fulvus",,"sand with shells and plant material collected in dunes",Netherlands,Europe,#Host,#Plants,
20294,,,,,,#Environmental,#Terrestrial,#Sandy
20295,"Myxococcus fulvus",,"sand with shells and plant material collected in dunes",Netherlands,Europe,#Host,#Plants,
20295,,,,,,#Environmental,#Terrestrial,#Sandy
20296,"Myxococcus fulvus",,"bark and soil",India,Asia,"#Host Body-Site",#Plant,#Bark
20296,,,,,,#Environmental,#Terrestrial,#Soil
21485,"Myxococcus fulvus",,"soil from vineyard",Germany,Europe,#Environmental,#Terrestrial,#Soil
21485,,,,,,#Engineered,#Agriculture,#Vineyard
21486,"Myxococcus fulvus",,"dust from rotting epiphytes","New Zealand","Australia and Oceania",#Host,#Other,#Epibiont
21486,,,,,,#Environmental,#Terrestrial,#Dust
10096,"Myxococcus stipitatus","DSM 14675, JCM 12634","Lateritic soil sample collected near the Iguaçu waterfalls###soil",Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
10096,,,,,,#Environmental,#Terrestrial,#Soil
10097,"Myxococcus stipitatus","DSM 14676","rotting wood and soil",Thailand,Asia,"#Host Body Product",#Plant,#Timber
10097,,,,,,#Host,#Plants,"#Decomposing plant"
10097,,,,,,#Environmental,#Terrestrial,#Soil
10098,"Myxococcus stipitatus","DSM 14700",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10099,"Myxococcus stipitatus","DSM 52200","soil, raw humus, dry leaves and twiggs",Austria,Europe,"#Host Body-Site",#Plant,"#Stem (Branch)"
10099,,,,,,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
10099,,,,,,#Environmental,#Terrestrial,#Soil
10104,"Myxococcus stipitatus","DSM 52151",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
10105,"Myxococcus stipitatus","DSM 52152",soil,Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
10106,"Myxococcus stipitatus","DSM 52153",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
10107,"Myxococcus stipitatus","DSM 52155","sandy soil","Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
10107,,,,,,#Environmental,#Terrestrial,#Sandy
10108,"Myxococcus stipitatus","DSM 52156",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
10109,"Myxococcus stipitatus","DSM 52157","sand with humus and plant residues",USA,"North America",#Host,#Plants,
10109,,,,,,#Environmental,#Terrestrial,#Sandy
10110,"Myxococcus stipitatus","DSM 52158",soil,Portugal,Europe,#Environmental,#Terrestrial,#Soil
10111,"Myxococcus stipitatus","DSM 52159",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10114,"Myxococcus stipitatus","DSM 52162",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10115,"Myxococcus stipitatus","DSM 52163",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10116,"Myxococcus stipitatus","DSM 52164",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10117,"Myxococcus stipitatus","DSM 52165",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10118,"Myxococcus stipitatus","DSM 52166",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10120,"Myxococcus stipitatus","DSM 52168",soil,Colombia,"Middle and South America",#Environmental,#Terrestrial,#Soil
10121,"Myxococcus stipitatus","DSM 52169",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
10122,"Myxococcus stipitatus","DSM 52170",soil,"South America","Middle and South America",#Environmental,#Terrestrial,#Soil
10123,"Myxococcus stipitatus","DSM 52171",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
10124,"Myxococcus stipitatus","DSM 52172",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
10125,"Myxococcus stipitatus","DSM 52173",soil,"Dominican Republic","Middle and South America",#Environmental,#Terrestrial,#Soil
10127,"Myxococcus stipitatus","DSM 52175",soil,France,Europe,#Environmental,#Terrestrial,#Soil
10128,"Myxococcus stipitatus","DSM 52176",soil,Portugal,Europe,#Environmental,#Terrestrial,#Soil
10129,"Myxococcus stipitatus","DSM 52177",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10130,"Myxococcus stipitatus","DSM 52178",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10131,"Myxococcus stipitatus","DSM 52179",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10132,"Myxococcus stipitatus","DSM 52180","soil with plant residues",Denmark,Europe,#Host,#Plants,
10132,,,,,,#Environmental,#Terrestrial,#Soil
10133,"Myxococcus stipitatus","DSM 52181","soil with snail shells",Germany,Europe,"#Host Body-Site",,
10133,,,,,,#Host,"#Invertebrates (Other)",#Mollusca
10133,,,,,,#Environmental,#Terrestrial,#Soil
10134,"Myxococcus stipitatus","DSM 52182","soil with plant residues",Greece,Europe,#Host,#Plants,
10134,,,,,,#Environmental,#Terrestrial,#Soil
10135,"Myxococcus stipitatus","DSM 52183","soil with lime pebbles and little plant material from 40 cm depth",Brazil,"Middle and South America",#Host,#Plants,
10135,,,,,,#Environmental,#Terrestrial,#Soil
10136,"Myxococcus stipitatus","DSM 52184","soil with plant residues on lime stone",Germany,Europe,#Host,#Plants,
10136,,,,,,#Environmental,#Terrestrial,#Soil
10136,,,,,,#Environmental,#Terrestrial,#Geologic
10137,"Myxococcus stipitatus","DSM 52185","soil with plant residues",USA,"North America",#Host,#Plants,
10137,,,,,,#Environmental,#Terrestrial,#Soil
10139,"Myxococcus stipitatus","DSM 52187",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10140,"Myxococcus stipitatus","DSM 52188","faeces of antelope, weathered, with soil and plant residues","South Africa",Africa,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
10140,,,,,,#Host,#Plants,
10140,,,,,,#Host,#Mammals,
10140,,,,,,#Environmental,#Terrestrial,#Soil
10142,"Myxococcus stipitatus","DSM 52190","soil with plant residues",Malaysia,Asia,#Host,#Plants,
10142,,,,,,#Environmental,#Terrestrial,#Soil
10143,"Myxococcus stipitatus","DSM 52191","sand with little plant residues",Malaysia,Asia,#Host,#Plants,
10143,,,,,,#Environmental,#Terrestrial,#Sandy
10144,"Myxococcus stipitatus","DSM 52192","soil with plant residues",Thailand,Asia,#Host,#Plants,
10144,,,,,,#Environmental,#Terrestrial,#Soil
10145,"Myxococcus stipitatus","DSM 52193","soil with plant residues",Morocco,Africa,#Host,#Plants,
10145,,,,,,#Environmental,#Terrestrial,#Soil
10146,"Myxococcus stipitatus","DSM 52194","soil with plant residues near municipal waste water purification pond",Germany,Europe,#Host,#Plants,
10146,,,,,,#Environmental,#Terrestrial,#Soil
10146,,,,,,#Environmental,#Aquatic,"#Pond (small)"
10146,,,,,,#Engineered,#Waste,#Wastewater
10147,"Myxococcus stipitatus","DSM 52195","soil with plant residues","Taiwan, Province of China",Asia,#Host,#Plants,
10147,,,,,,#Environmental,#Terrestrial,#Soil
10148,"Myxococcus stipitatus","DSM 52196","soil with lime pebbles and plant residues",Dominica,"Middle and South America",#Host,#Plants,
10148,,,,,,#Environmental,#Terrestrial,#Soil
10149,"Myxococcus stipitatus","DSM 52197","soil with plant residues",Germany,Europe,#Host,#Plants,
10149,,,,,,#Environmental,#Terrestrial,#Soil
10150,"Myxococcus stipitatus","DSM 52198","soil with plant residues",Japan,Asia,#Host,#Plants,
10150,,,,,,#Environmental,#Terrestrial,#Soil
10151,"Myxococcus stipitatus","DSM 52199","soil with plant residues",Egypt,Africa,#Host,#Plants,
10151,,,,,,#Environmental,#Terrestrial,#Soil
10152,"Myxococcus stipitatus","DSM 52204","russet-orange soil","Dominican Republic","Middle and South America",#Environmental,#Terrestrial,#Soil
10153,"Myxococcus stipitatus","DSM 52205","rotting wood (grey-yellow) and wood dust from rain forest",Brazil,"Middle and South America",#Climate,#Hot,#Tropical
10153,,,,,,"#Host Body Product",#Plant,#Timber
10153,,,,,,#Host,#Plants,"#Decomposing plant"
10153,,,,,,#Environmental,#Terrestrial,#Forest
10154,"Myxococcus stipitatus","DSM 52206","soil with plant residues",Chile,"Middle and South America",#Host,#Plants,
10154,,,,,,#Environmental,#Terrestrial,#Soil
10155,"Myxococcus stipitatus","DSM 52207",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10156,"Myxococcus stipitatus","DSM 52208",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10157,"Myxococcus stipitatus","DSM 52209",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10158,"Myxococcus stipitatus","DSM 52210",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10159,"Myxococcus stipitatus","DSM 52211",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10160,"Myxococcus stipitatus","DSM 52213",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10161,"Myxococcus stipitatus","DSM 52214",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10162,"Myxococcus stipitatus","DSM 52215","soil with plant residues",USA,"North America",#Host,#Plants,
10162,,,,,,#Environmental,#Terrestrial,#Soil
10163,"Myxococcus stipitatus","DSM 52216","soil with plant residues",Mexico,"North America",#Host,#Plants,
10163,,,,,,#Environmental,#Terrestrial,#Soil
10164,"Myxococcus stipitatus","DSM 52217",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10166,"Myxococcus stipitatus","DSM 52535",soil,Tanzania,Africa,#Environmental,#Terrestrial,#Soil
10167,"Myxococcus stipitatus","DSM 52536",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
18188,"Myxococcus stipitatus",,"raw humus with plant residues","Dominican Republic","Middle and South America",#Host,#Plants,
18188,,,,,,#Environmental,#Terrestrial,
20556,"Myxococcus stipitatus",,"soil with plant residues",Austria,Europe,#Host,#Plants,
20556,,,,,,#Environmental,#Terrestrial,#Soil
20558,"Myxococcus stipitatus",,"soil with plant residues",Austria,Europe,#Host,#Plants,
20558,,,,,,#Environmental,#Terrestrial,#Soil
20590,"Myxococcus stipitatus",,"soil with plant residues",Spain,Europe,#Host,#Plants,
20590,,,,,,#Environmental,#Terrestrial,#Soil
20595,"Myxococcus stipitatus",,"raw humus with rotting roots","South Africa",Africa,"#Host Body-Site",#Plant,"#Root (Rhizome)"
20595,,,,,,#Host,#Plants,"#Decomposing plant"
20595,,,,,,#Environmental,#Terrestrial,
21407,"Myxococcus stipitatus",,"lateritic soil",Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
21407,,,,,,#Environmental,#Terrestrial,#Geologic
21571,"Myxococcus stipitatus",,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
21577,"Myxococcus stipitatus",,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
21612,"Myxococcus stipitatus",,"soil with plant residues",,,#Host,#Plants,
21612,,,,,,#Environmental,#Terrestrial,#Soil
21615,"Myxococcus stipitatus",,"soil with rotting wood and cow faeces",Austria,Europe,"#Host Body Product",#Plant,#Timber
21615,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
21615,,,,,,#Host,#Plants,"#Decomposing plant"
21615,,,,,,#Environmental,#Terrestrial,#Soil
21617,"Myxococcus stipitatus",,"russet-orange soil","Dominican Republic","Middle and South America",#Environmental,#Terrestrial,#Soil
21619,"Myxococcus stipitatus",,"soil with plant residues","United Kingdom",Europe,#Host,#Plants,
21619,,,,,,#Environmental,#Terrestrial,#Soil
21621,"Myxococcus stipitatus",,"russet-orange soil","Dominican Republic","Middle and South America",#Environmental,#Terrestrial,#Soil
9804,"Myxococcus virescens","DSM 2260, ATCC 25203",soil,Canada,"North America",#Environmental,#Terrestrial,#Soil
9805,"Myxococcus virescens","DSM 4946, ATCC 51243, IAM 13189, JCM 6245, CIP 107135, IAM 14540, KCTC 9843, NBRC 100081","Environment, Soil, seaside###soil of seaside",Japan,Asia,#Environmental,#Terrestrial,#Soil
9805,,,,,,#Environmental,#Aquatic,#Marine
9805,,,,,,#Environmental,#Terrestrial,#Soil
9805,,,,,,#Environmental,#Aquatic,#Marine
9805,,,,,,#Environmental,#Terrestrial,#Soil
9805,,,,,,#Environmental,#Aquatic,#Marine
9806,"Myxococcus virescens","DSM 52291","soil with plant residues",Italy,Europe,#Host,#Plants,
9806,,,,,,#Environmental,#Terrestrial,#Soil
9807,"Myxococcus virescens","DSM 52292","soil with plant residues",Belgium,Europe,#Host,#Plants,
9807,,,,,,#Environmental,#Terrestrial,#Soil
9811,"Myxococcus virescens","DSM 52219","faeces of rabbit, rotting plant material and top soil, beach forest",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9811,,,,,,#Host,#Plants,"#Decomposing plant"
9811,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9811,,,,,,#Environmental,#Terrestrial,#Soil
9817,"Myxococcus virescens","DSM 52225","faeces of rabbit, collected from sand dunes",France,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9817,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9817,,,,,,#Environmental,#Terrestrial,#Sandy
9823,"Myxococcus virescens","DSM 52231",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
9824,"Myxococcus virescens","DSM 52232",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9827,"Myxococcus virescens","DSM 52235","soil with plant residues",Germany,Europe,#Host,#Plants,
9827,,,,,,#Environmental,#Terrestrial,#Soil
9828,"Myxococcus virescens","DSM 52236","soil with plant residues",Germany,Europe,#Host,#Plants,
9828,,,,,,#Environmental,#Terrestrial,#Soil
9829,"Myxococcus virescens","DSM 52237","soil with plant residues and snail shells",Germany,Europe,"#Host Body-Site",,
9829,,,,,,#Host,#Plants,
9829,,,,,,#Host,"#Invertebrates (Other)",#Mollusca
9829,,,,,,#Environmental,#Terrestrial,#Soil
9830,"Myxococcus virescens","DSM 52238","soil with plant residues",Germany,Europe,#Host,#Plants,
9830,,,,,,#Environmental,#Terrestrial,#Soil
9831,"Myxococcus virescens","DSM 52239",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
9832,"Myxococcus virescens","DSM 52240","soil from tilled rice field",Japan,Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9832,,,,,,#Environmental,#Terrestrial,#Soil
9832,,,,,,#Engineered,#Agriculture,#Field
9833,"Myxococcus virescens","DSM 52241",soil,Australia,"Australia and Oceania",#Environmental,#Terrestrial,#Soil
9834,"Myxococcus virescens","DSM 52242",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
9836,"Myxococcus virescens","DSM 52244",soil,China,Asia,#Environmental,#Terrestrial,#Soil
9839,"Myxococcus virescens","DSM 52247",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9840,"Myxococcus virescens","DSM 52248","moss with soil",Yugoslavia,Europe,#Host,#Plants,#Moss
9840,,,,,,#Environmental,#Terrestrial,#Soil
9841,"Myxococcus virescens","DSM 52249","soil with plant residues",Singapore,Asia,#Host,#Plants,
9841,,,,,,#Environmental,#Terrestrial,#Soil
9842,"Myxococcus virescens","DSM 52250","soil with plant residues",Yugoslavia,Europe,#Host,#Plants,
9842,,,,,,#Environmental,#Terrestrial,#Soil
9843,"Myxococcus virescens","DSM 52251",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9844,"Myxococcus virescens","DSM 52252","soil with plant residues",USA,"North America",#Host,#Plants,
9844,,,,,,#Environmental,#Terrestrial,#Soil
9847,"Myxococcus virescens","DSM 52255",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9849,"Myxococcus virescens","DSM 52257","soil with plant residues",Turkey,Asia,#Host,#Plants,
9849,,,,,,#Environmental,#Terrestrial,#Soil
9850,"Myxococcus virescens","DSM 52258",soil,"Dominican Republic","Middle and South America",#Environmental,#Terrestrial,#Soil
9851,"Myxococcus virescens","DSM 52259","soil inside snail shells",Turkey,Asia,#Environmental,#Terrestrial,#Soil
9853,"Myxococcus virescens","DSM 52261",soil,Netherlands,Europe,#Environmental,#Terrestrial,#Soil
9854,"Myxococcus virescens","DSM 52262",soil,Netherlands,Europe,#Environmental,#Terrestrial,#Soil
9857,"Myxococcus virescens","DSM 52265",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9858,"Myxococcus virescens","DSM 52266",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
9859,"Myxococcus virescens","DSM 52267","soil with plant residues",Italy,Europe,#Host,#Plants,
9859,,,,,,#Environmental,#Terrestrial,#Soil
9862,"Myxococcus virescens","DSM 52270","soil with plant residues",USA,"North America",#Host,#Plants,
9862,,,,,,#Environmental,#Terrestrial,#Soil
9872,"Myxococcus virescens","DSM 52280",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
9873,"Myxococcus virescens","DSM 52281",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9874,"Myxococcus virescens","DSM 52282",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9875,"Myxococcus virescens","DSM 52283","soil from pine wood",Morocco,Africa,#Host,#Plants,#Tree
9875,,,,,,#Environmental,#Terrestrial,#Soil
9878,"Myxococcus virescens","DSM 52286","soil with plant residues",Italy,Europe,#Host,#Plants,
9878,,,,,,#Environmental,#Terrestrial,#Soil
9879,"Myxococcus virescens","DSM 52287",soil,Hungary,Europe,#Environmental,#Terrestrial,#Soil
9880,"Myxococcus virescens","DSM 52288","soil with plant residues from the beach",Tunisia,Africa,#Host,#Plants,
9880,,,,,,#Environmental,#Terrestrial,#Soil
9880,,,,,,#Environmental,#Terrestrial,#Coast
9885,"Myxococcus virescens","DSM 52298","soil with plant residues from forest",Austria,Europe,#Host,#Plants,
9885,,,,,,#Environmental,#Terrestrial,#Soil
9885,,,,,,#Environmental,#Terrestrial,#Forest
9886,"Myxococcus virescens","DSM 52299","soil with plant residues",Italy,Europe,#Host,#Plants,
9886,,,,,,#Environmental,#Terrestrial,#Soil
9887,"Myxococcus virescens","DSM 52300",soil,Namibia,Africa,#Environmental,#Terrestrial,#Soil
9888,"Myxococcus virescens","DSM 52301","soil from rain forest",Brazil,"Middle and South America",#Climate,#Hot,#Tropical
9888,,,,,,#Environmental,#Terrestrial,#Soil
9888,,,,,,#Environmental,#Terrestrial,#Forest
9889,"Myxococcus virescens","DSM 52302","soil with plant residues on lime stone",Germany,Europe,#Host,#Plants,
9889,,,,,,#Environmental,#Terrestrial,#Soil
9889,,,,,,#Environmental,#Terrestrial,#Geologic
9890,"Myxococcus virescens","DSM 52303","weathered faeces of herbivore with soil","South Africa",Africa,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9890,,,,,,#Host,#Mammals,
9890,,,,,,#Environmental,#Terrestrial,#Soil
9892,"Myxococcus virescens","DSM 52305","soil with plant residues",Kenya,Africa,#Host,#Plants,
9892,,,,,,#Environmental,#Terrestrial,#Soil
9893,"Myxococcus virescens","DSM 52306","reed from dry stream bed",Greece,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9893,,,,,,#Environmental,#Terrestrial,
9894,"Myxococcus virescens","DSM 52307","soil with plant residues",Zambia,Africa,#Host,#Plants,
9894,,,,,,#Environmental,#Terrestrial,#Soil
9896,"Myxococcus virescens","DSM 52309","soil with plant residues",India,Asia,#Host,#Plants,
9896,,,,,,#Environmental,#Terrestrial,#Soil
9897,"Myxococcus virescens","DSM 52310","dung with plant residues, weathered, with little soil",India,Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9897,,,,,,#Host,#Plants,
9897,,,,,,#Environmental,#Terrestrial,#Soil
9898,"Myxococcus virescens","DSM 52311","lateric soil with plant residues",Spain,Europe,#Host,#Plants,
9898,,,,,,#Environmental,#Terrestrial,#Soil
9898,,,,,,#Environmental,#Terrestrial,#Geologic
9899,"Myxococcus virescens","DSM 52312","mud and sand with root pieces collected beneath coconut palm at the beach","Dominican Republic","Middle and South America","#Host Body-Site",#Plant,"#Root (Rhizome)"
9899,,,,,,#Environmental,#Terrestrial,#Sandy
9899,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
9899,,,,,,#Environmental,#Terrestrial,#Coast
9900,"Myxococcus virescens","DSM 52313","garden soil with plant residues",Germany,Europe,#Host,#Plants,
9900,,,,,,#Environmental,#Terrestrial,#Soil
9900,,,,,,#Engineered,#Agriculture,#Garden
9902,"Myxococcus virescens","DSM 52315",soil,Tunisia,Africa,#Environmental,#Terrestrial,#Soil
9903,"Myxococcus virescens","DSM 52316","sample collected in oasis Douz",Tunisia,Africa,#Environmental,#Aquatic,
9904,"Myxococcus virescens","DSM 52317","soil with plant residues from forest near beach","South Africa",Africa,#Host,#Plants,
9904,,,,,,#Environmental,#Terrestrial,#Soil
9904,,,,,,#Environmental,#Terrestrial,#Forest
9904,,,,,,#Environmental,#Terrestrial,#Coast
9905,"Myxococcus virescens","DSM 52318","soil with plant residues from forest near beach","South Africa",Africa,#Host,#Plants,
9905,,,,,,#Environmental,#Terrestrial,#Soil
9905,,,,,,#Environmental,#Terrestrial,#Forest
9905,,,,,,#Environmental,#Terrestrial,#Coast
9906,"Myxococcus virescens","DSM 52319","soil with root residues",Kenya,Africa,"#Host Body-Site",#Plant,"#Root (Rhizome)"
9906,,,,,,#Environmental,#Terrestrial,#Soil
9907,"Myxococcus virescens","DSM 52320","soil with plant residues",Kenya,Africa,#Host,#Plants,
9907,,,,,,#Environmental,#Terrestrial,#Soil
9908,"Myxococcus virescens","DSM 52321","soil with plant residues",Kenya,Africa,#Host,#Plants,
9908,,,,,,#Environmental,#Terrestrial,#Soil
9909,"Myxococcus virescens","DSM 52322","soil with plant residues",Cuba,"Middle and South America",#Host,#Plants,
9909,,,,,,#Environmental,#Terrestrial,#Soil
9910,"Myxococcus virescens","DSM 52323","soil with plant residues",USA,"North America",#Host,#Plants,
9910,,,,,,#Environmental,#Terrestrial,#Soil
9911,"Myxococcus virescens","DSM 52324","soil with plant residues",Cuba,"Middle and South America",#Host,#Plants,
9911,,,,,,#Environmental,#Terrestrial,#Soil
9912,"Myxococcus virescens","DSM 52325","soil with plant residues",India,Asia,#Host,#Plants,
9912,,,,,,#Environmental,#Terrestrial,#Soil
9913,"Myxococcus virescens","DSM 52326","soil with lime pebbles and plant residues from flower bed","Syrian Arab Republic",Asia,#Host,#Plants,
9913,,,,,,#Environmental,#Terrestrial,#Soil
9914,"Myxococcus virescens","DSM 52327","soil with plant residues",Austria,Europe,#Host,#Plants,
9914,,,,,,#Environmental,#Terrestrial,#Soil
9915,"Myxococcus virescens","DSM 52328","soil with spruce needles and other plant residues",Austria,Europe,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
9915,,,,,,#Host,#Plants,#Tree
9915,,,,,,#Environmental,#Terrestrial,#Soil
9916,"Myxococcus virescens","DSM 52329","soil with plant residues and lime pebbles",Greece,Europe,#Host,#Plants,
9916,,,,,,#Environmental,#Terrestrial,#Soil
9917,"Myxococcus virescens","DSM 52330","soil with lime pebbles",Tunisia,Africa,#Environmental,#Terrestrial,#Soil
9919,"Myxococcus virescens","DSM 52332","soil with lime pebbles and plant residues",Greece,Europe,#Host,#Plants,
9919,,,,,,#Environmental,#Terrestrial,#Soil
9920,"Myxococcus virescens","DSM 52333","soil with plant residues",Spain,Europe,#Host,#Plants,
9920,,,,,,#Environmental,#Terrestrial,#Soil
9922,"Myxococcus virescens","DSM 52335","soil with plant residues",USA,"North America",#Host,#Plants,
9922,,,,,,#Environmental,#Terrestrial,#Soil
9923,"Myxococcus virescens","DSM 52336","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9923,,,,,,#Environmental,#Terrestrial,#Soil
9924,"Myxococcus virescens","DSM 52337","soil with plant residues","South Africa",Africa,#Host,#Plants,
9924,,,,,,#Environmental,#Terrestrial,#Soil
9925,"Myxococcus virescens","DSM 52338","loamy soil with twiggs and other plant material","South Africa",Africa,"#Host Body-Site",#Plant,"#Stem (Branch)"
9925,,,,,,#Host,#Plants,
9925,,,,,,#Environmental,#Terrestrial,#Soil
9926,"Myxococcus virescens","DSM 52339","soil with plant residues","South Africa",Africa,#Host,#Plants,
9926,,,,,,#Environmental,#Terrestrial,#Soil
9927,"Myxococcus virescens","DSM 52340","soil with plant residues","South Africa",Africa,#Host,#Plants,
9927,,,,,,#Environmental,#Terrestrial,#Soil
9928,"Myxococcus virescens","DSM 52341","soil with plant residues","South Africa",Africa,#Host,#Plants,
9928,,,,,,#Environmental,#Terrestrial,#Soil
9929,"Myxococcus virescens","DSM 52342","soil with plant residues","South Africa",Africa,#Host,#Plants,
9929,,,,,,#Environmental,#Terrestrial,#Soil
9930,"Myxococcus virescens","DSM 52343","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9930,,,,,,#Environmental,#Terrestrial,#Soil
9931,"Myxococcus virescens","DSM 52344","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9931,,,,,,#Environmental,#Terrestrial,#Soil
9933,"Myxococcus virescens","DSM 52346","soil with plant residues","South Africa",Africa,#Host,#Plants,
9933,,,,,,#Environmental,#Terrestrial,#Soil
9935,"Myxococcus virescens","DSM 52348","bark pieces with little soil",USA,"North America","#Host Body-Site",#Plant,#Bark
9935,,,,,,#Environmental,#Terrestrial,#Soil
9936,"Myxococcus virescens","DSM 52349","rotting wood and bark with little soil",USA,"North America","#Host Body Product",#Plant,#Timber
9936,,,,,,"#Host Body-Site",#Plant,#Bark
9936,,,,,,#Host,#Plants,"#Decomposing plant"
9936,,,,,,#Environmental,#Terrestrial,#Soil
9937,"Myxococcus virescens","DSM 52350","rotting wood and bark with little soil",USA,"North America","#Host Body Product",#Plant,#Timber
9937,,,,,,"#Host Body-Site",#Plant,#Bark
9937,,,,,,#Host,#Plants,"#Decomposing plant"
9937,,,,,,#Environmental,#Terrestrial,#Soil
9938,"Myxococcus virescens","DSM 52351","rotting wood and bark with little soil",USA,"North America","#Host Body Product",#Plant,#Timber
9938,,,,,,"#Host Body-Site",#Plant,#Bark
9938,,,,,,#Host,#Plants,"#Decomposing plant"
9938,,,,,,#Environmental,#Terrestrial,#Soil
9940,"Myxococcus virescens","DSM 52353","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9940,,,,,,#Environmental,#Terrestrial,#Soil
9941,"Myxococcus virescens","DSM 52354","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9941,,,,,,#Environmental,#Terrestrial,#Soil
